fixed acidity,volatile acidity,citric acid,pH,sulphates,alcohol,quality,wine_type,residual_sugar_density_mean,chlorides_density_ratio,sulfur_dioxide_mean
1.9436124525154137,0.6091316847278947,0.611564731987372,-1.0116807402682915,-0.021102647871280515,0.47721679855595317,6.0,white,-0.2302020547824415,-5.309967317708007,0.18467566886615286
0.4550661057716348,2.1065641450606227,-1.4964352518066995,1.045175538828448,-0.10107940097284683,-1.0713187396157102,5.0,red,-0.07129475587494932,0.8990958715753274,-0.4516774498461164
1.197274156042503,-0.3673739083213227,0.2035647351240034,0.4842147354384264,1.6167336466350388,1.1314351245830874,7.0,red,-0.27329987790848426,1.6653724662611056,-1.8644486295195313
-0.9742283771197833,-0.9745432111733905,0.5435647325101443,0.23489882282063962,1.476657703834225,1.0519298874186294,5.0,white,-0.9086180259956891,1.1029211145952247,0.4002508849568025
-0.6656122264043047,-0.3673739083213227,0.8155647304190566,-0.45071993687827266,-0.34422670628870855,-1.170215775505005,5.0,white,0.3372314922298118,-1.0534596579425446,1.0774422687916814
-1.4066485963636772,-0.44116141549095717,-1.0884352549433307,0.8581886043651066,-1.279995244252286,-0.04273644175938992,6.0,white,0.45715183495430084,-0.19617937697449864,0.16409779021411447
0.279595437536427,-1.2934842270768956,-0.3404352606938213,-2.0089443907394386,-0.7606399940878613,-1.67971324823626,7.0,white,1.8106524675172366,-0.11656695703081613,0.19121455021775635
0.7107651898825879,-1.132662209428042,1.155564727805197,-0.2637330024149312,-0.34422670628870855,0.13356131968761092,6.0,white,0.12825076470374722,-0.43297240577944685,0.6541546455344638
2.2224172360228955,0.27189633357622606,2.9915647136903565,-0.014417089797144391,0.6003891735087522,1.820241863607364,7.0,red,0.8899349172517033,0.3027240981395485,-1.560898531685055
-1.5187884438133925,-0.8964692449484059,0.5435647325101443,-0.014417089797144391,2.0946267939485237,0.971796143835261,8.0,white,-1.1983446070336985,0.37726055956696464,0.9624896642412687
-1.1873045679494716,-0.07787848433309101,-0.8844352565116463,-0.38839095872382456,-0.7606399940878613,-0.13204861223223904,5.0,white,1.4316786147223453,-0.6934643909110975,0.3072527565144449
0.008396120600651593,-1.6236184137675211,-0.0004352633076807631,1.1075045169828934,-0.9312968167249063,-0.9733772455826193,5.0,white,0.7742816113158704,0.06844831006721686,1.0936858279872066
