fixed acidity,volatile acidity,citric acid,pH,sulphates,alcohol,quality,wine_type,residual_sugar_density_mean,chlorides_density_ratio,sulfur_dioxide_mean
2.1905637685170345,0.04689541312236239,2.1558390922722217,0.23276238740859453,1.6331647588788523,0.6379705241159335,7.0,red,0.5391968688133664,0.8528640185092475,-1.9831573318998421
0.03376880996032963,-0.024093734806901516,0.5694878185512409,1.245718282492137,0.6151425226259747,-0.05589531550614633,5.0,white,-0.4450630715122846,9.878947434513018,-0.7599660266480428
-0.4771125543560316,0.2567037576085884,1.0522903801184955,-0.8435032511176678,0.30787457411045555,-0.3287274784107927,6.0,white,-0.7170476836847341,-4.006447610065563,0.11567483435578382
0.6983724273598063,1.1153924494252376,1.1902339691377115,-0.08378632980501104,-1.6279704059680924,-0.42131272374857354,5.0,white,0.24249779071554067,-2.960732016609207,0.4233466484654811
-0.166694756321482,-1.0786709977353384,0.2936006405128092,0.29607213085131734,1.9769961307277677,-0.8972403857701153,7.0,white,-0.6231748890855155,1.9764020614683304,0.3807232876338764
-0.690941893030084,-1.0786709977353384,2.914528831877908,2.258674177575679,1.2072812125701977,-0.3287274784107927,5.0,white,1.1526695590616145,-0.3469314981807382,1.0702724147830014
0.03376880996032963,-0.8425242653978955,0.3625724350224171,-0.4636447904613394,-1.1800806239037605,0.8043254054748782,7.0,white,-0.9997554520173824,0.9169675509660631,-0.19275442768563086
-0.166694756321482,1.9600894518555507,-2.051440372813858,1.119098795606694,1.7027147239679405,-0.6090354178895807,5.0,red,0.02470251745987645,1.4446083633666813,-1.0060248022724088
-0.3722989703199755,0.11735280214297342,0.7764032020800643,0.04283315708043175,-0.6635586003466828,1.749359874684007,6.0,white,-1.106645635239946,0.3981111833843301,0.10843563562525896
1.7233563794815778,-0.9205829495135419,0.0866852569839858,-0.5269545339040594,-1.3572580142888455,-0.6090354178895807,6.0,white,-0.24091647669234564,2.238344108320998,-1.3452290230920425
-0.3722989703199755,-0.6883238045235228,0.7074314075704564,2.005435203804794,1.6331647588788523,-0.05589531550614633,5.0,white,1.046524876094564,-0.32295510183348775,1.0681777661027474
-1.608298390231884,2.131632518652963,-2.189383961833074,3.0817008423310557,0.8405936315596951,1.824309658885735,7.0,red,-0.47138400134186553,-5.26982490405985,-2.4005248100248293
0.6983724273598063,-1.0786709977353384,0.9833185856088881,0.10614290052315455,1.7718683908090542,-1.9211541955137,8.0,white,1.5710546150493112,-0.3132128199868377,0.6335800211715354
2.1905637685170345,1.1783091887158454,0.9143467910992802,0.04283315708043175,1.4928575812379152,0.38325363781073213,6.0,red,0.08984593932319929,3.2608788627745824,-0.18439907940077155
-0.5833144381101123,-1.9116057986686887,0.0866852569839858,0.7392403349503657,1.3509093467769486,1.287750759137595,7.0,white,-0.9404040900584958,1.0105261780770167,-0.2557366302536753
1.396040524610074,-0.6883238045235228,-0.4650890990928772,-0.716883764232225,-1.005452637097853,0.29691895004418906,5.0,white,0.8785344171924514,-1.8619585739694975,-0.6519965365313952
-1.136507905900772,-1.158722693290414,-0.12023012654483797,-1.9830786330866501,0.38542394783412165,0.46886585110315954,6.0,white,-0.14950860374598593,0.9705477080844149,0.24436622423799315
1.5613685468422007,0.9240770244983849,0.9143467910992802,0.6126208480649229,1.9769961307277677,1.824309658885735,6.0,red,-0.28547329693393475,131.84931545323715,-1.7932419982287842
1.0547922161870804,0.39402031975964497,0.017713462474377873,0.29607213085131734,1.9769961307277677,0.46886585110315954,6.0,red,-0.0528270032144291,2.445390533575562,-0.42162482463598766
0.32536912693029224,0.39402031975964497,0.1556570514935937,-0.716883764232225,-0.007375246244264729,-1.1938002743162914,5.0,white,0.543929036506127,-0.13134539357575245,0.9126937866682332
-1.2518786014046062,-0.4616618137916114,-0.4650890990928772,0.6759305915076457,-0.7481334073745161,-0.995141609292709,5.0,white,1.198143821698474,-0.942357257415251,0.6563631281315275
2.1905637685170345,2.24428078066117,-0.25817371556405344,0.35938187429403734,-0.08748402352748035,-0.6090354178895807,5.0,red,0.23492732476714234,1.0608475722242037,-0.4680224860043781
0.6067357156425645,1.9022060848583326,-1.9134967837946426,0.7392403349503657,0.07220822380429186,-0.8972403857701153,5.0,red,0.3258758500408617,1.4008671884625699,-0.6247602709266403
-0.5833144381101123,0.794336795784092,1.1902339691377115,-0.716883764232225,-1.2683459998194049,-1.7080089904939117,6.0,white,0.3927976779481466,-1.210405779660399,0.15728077274440433
-0.5833144381101123,1.2408078734961425,-1.154807044188956,0.6759305915076457,0.5390517674599248,1.824309658885735,6.0,red,-0.5284988625341772,-0.8511372493238941,-1.3310151153296124
0.7889736738465205,-1.0786709977353384,0.3625724350224171,-0.27371556013317383,0.8405936315596951,0.29691895004418906,5.0,white,-0.8541582401542374,0.7281753898244746,-0.6884802331693353
-1.136507905900772,0.18728633956069823,0.9833185856088881,0.10614290052315455,-1.446826211921596,1.3661465434122626,4.0,white,-1.3042546698999178,0.5584946289421143,-1.195135837097113
0.5140395965112868,-0.999294851967115,0.3625724350224171,-0.27371556013317383,1.9769961307277677,-0.05589531550614633,6.0,white,1.1900010505843124,-1.160869248868176,0.8882286159083346
0.8785625947209538,-0.0956227293488312,0.9143467910992802,-0.4636447904613394,1.9769961307277677,1.6738569505407233,7.0,red,-0.5131307627011065,-7.045539302713871,-2.037142076958166
0.2293425300766009,0.11735280214297342,0.500516024041633,0.4860013611794801,-0.4133139471536313,1.5977926612138122,6.0,white,-0.3670164714687322,0.8946249445290569,0.8849656507871455
